H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type,Other_desigs,One_opposition_object_flag,Arc_length,NEO_flag,One_km_NEO_flag,PHA_flag
7.2,0.15,21.0,0.1,7,2014-2017,M-v,3El,,,2016 EE367,2460800.5,21.76963,131.06415,349.19388,10.16937,0.5202538,0.00153713,74.358063,E2024-S28,3,Alexanders,000A,2017-03-23,2446637.70643,641.1979159,35.6729982,113.0431278,27.1160055,1.001562,Distant Object,,,,,,
8.76,0.15,36.0,0.26,8,,M-v,3Ek,,,2016 EF367,2460800.5,5.51479,211.18191,297.71887,15.12272,0.5576378,0.00139835,79.200155,E2025-L19,1,MPCLINUX,200A,2016-03-15,2456856.57523,704.8375733,35.0351548,123.3651552,27.2860407,1.0014208,Distant Object,,1.0,32.0,,,
8.79,0.15,53.0,0.13,6,2015-2018,M-v,3Ek,,,2016 ES367,2460800.5,192.41541,60.89644,270.9558,10.28103,0.0837546,0.00330813,44.6081626,MPO918865,4,Alexanders,000A,2018-01-17,2511459.36461,297.9349846,40.8720238,48.3443014,22.1476219,1.0033677,Distant Object,,,,,,
8.8,0.15,15.0,0.35,9,,M-v,3Ek,,,2016 EM368,2460800.5,31.68518,168.1746,251.05179,17.46844,0.5881855,0.00251727,53.5199523,E2024-R36,1,MPCLINUX,200A,2016-03-12,2448213.0298,391.5376921,22.0402924,84.9996122,17.5020364,1.0025606,Distant Object,,1.0,8.0,,,
7.6,0.15,16.0,0.25,9,,M-v,3Ek,,,2016 EB369,2460800.5,342.41847,349.24952,227.25431,15.79904,0.5291047,0.00172299,68.9097942,E2024-R67,1,MPCLINUX,200A,2016-03-12,2471005.11431,572.0334555,32.4492982,105.3702902,24.8091872,1.0017512,Distant Object,,1.0,8.0,,,
8.35,0.15,17.0,0.38,9,,M-v,3Ek,,,2016 EC369,2460800.5,23.76083,62.40303,124.35608,16.77881,0.3477419,0.00233182,56.3212287,E2024-R67,1,MPCLINUX,200A,2016-04-04,2450610.59092,422.6765765,36.7359776,75.9064798,24.7553081,1.0023715,Distant Object,,1.0,26.0,,,
16.52,0.15,26.0,0.11,9,,M-v,3Ek,,,2016 EN370,2460800.5,4.47682,271.89744,329.23163,56.74645,0.9533772,0.00160726,72.1791013,E2024-RB0,1,MPCLINUX,200A,2016-03-12,2458015.02215,613.2212634,3.3651918,140.9930108,3.2867445,1.0016334,Distant Object,,1.0,5.0,,,
9.25,0.15,27.0,0.33,8,2016-2017,M-v,3Ek,,,2016 EZ370,2460800.5,26.22484,279.24351,195.26388,13.82125,0.3391358,0.00250505,53.693964,E2024-U35,2,Pan,000A,2017-02-02,2450331.502,393.4487781,35.4844186,71.9035094,23.7592276,1.0025481,Distant Object,,,,,,
9.53,0.15,15.0,0.06,9,,M-v,3El,,,2016 EX390,2460800.5,9.90105,338.56883,162.04956,28.61267,0.101273,0.00349306,43.0194665,MPO870205,1,Alexanders,200A,2016-03-12,2457965.95949,282.1613538,38.6627561,47.3761769,21.2891247,1.0035567,Distant Object,,1.0,8.0,,,
8.67,0.15,9.0,0.17,9,,M-v,3El,,,2016 EY390,2460800.5,32.323,286.88829,182.77119,23.618,0.1011759,0.00315457,46.0443094,MPO870205,1,Alexanders,200A,2016-03-09,2450553.8682,312.4380692,41.385735,50.7028838,22.786487,1.0032109,Distant Object,,1.0,5.0,,,
8.38,0.15,10.0,0.09,9,,M-v,3El,,,2016 EZ390,2460800.5,200.03468,42.11157,277.78175,21.21981,0.1041624,0.00411828,38.547123,MPO870205,1,Alexanders,200A,2016-03-09,2499644.00444,239.3249377,34.5319622,42.5622838,19.0644471,1.004196,Distant Object,,1.0,5.0,,,
6.15,0.15,16.0,0.48,9,,M-v,3Ek,,,2016 EA391,2460800.5,156.15134,90.64462,253.86667,18.20636,0.1739736,0.00250024,53.7627604,E2025-KC9,1,Veres,200A,2016-03-12,2398344.96044,394.2051907,44.4094594,63.1160614,26.0677665,1.0025432,Distant Object,,1.0,38.0,,,
9.79,0.15,20.0,0.05,9,,M-v,3El,,,2016 EB391,2460800.5,9.64801,338.31556,170.84491,25.05348,0.1567527,0.00284027,49.3814038,MPO870205,1,Alexanders,200A,2016-03-12,2457403.5526,347.0125228,41.6407354,57.1220722,24.0840166,1.0028901,Distant Object,,1.0,5.0,,,
8.3,0.15,17.0,0.27,8,,M-v,3Ek,,,2016 EC391,2460800.5,357.41646,353.501,162.49643,38.05063,0.2639708,0.00265817,51.6116909,MPO918865,1,MPCLINUX,200A,2016-03-12,2461772.44989,370.7849786,37.9877116,65.2356702,24.0076791,1.0027043,Distant Object,,1.0,38.0,,,
8.36,0.15,16.0,0.19,8,,M-v,3Ek,,,2016 ED391,2460800.5,14.84782,257.80259,203.56006,18.17788,0.5381355,0.00144244,77.5779698,MPO918865,1,MPCLINUX,200A,2016-03-12,2450506.67027,683.2940123,35.8305102,119.3254294,27.5560899,1.0014656,Distant Object,,1.0,38.0,,,
7.7,0.15,17.0,0.13,9,,M-v,3El,,,2016 EE391,2460800.5,104.59682,202.89262,193.76196,20.03865,0.1035617,0.00415665,38.3095413,MPO870205,1,Alexanders,200A,2016-03-12,2435636.4669,237.1157641,34.3421401,42.2769425,18.9493352,1.0042352,Distant Object,,1.0,8.0,,,
8.0,0.15,128.0,0.2,5,2015-2018,M-v,3Ek,,,2016 EF391,2460800.5,166.33142,52.19851,299.23338,16.45603,0.2159977,0.00398776,39.3836904,MPO913268,4,MPCLINUX,000A,2018-01-17,2419089.38332,247.1579663,30.8769039,47.8904769,18.773122,1.0040624,Distant Object,['2015 FW560'],,,,,
8.23,0.15,33.0,0.26,5,2016-2019,M-v,3Ek,,,2016 EW391,2460800.5,58.23,224.59798,212.79772,11.15069,0.1510626,0.00296011,48.0393877,MPO906939,2,MPCLINUX,000A,2019-01-06,2441128.86728,332.963168,40.7824329,55.2963425,23.4715666,1.0030124,Distant Object,,,,,,
9.12,0.15,18.0,0.25,8,,M-v,3Ek,,,2016 EW392,2460800.5,51.3131,160.90786,293.82171,23.96965,0.1026198,0.00359386,42.2113245,MPO906939,1,Veres,200A,2016-03-07,2446522.27083,274.2480002,37.8796068,46.5430422,20.8834022,1.0036597,Distant Object,,1.0,33.0,,,
7.97,0.15,14.0,0.37,8,,M-v,3Ek,,,2016 EX392,2460800.5,335.6631,18.50548,185.05551,22.48644,0.3758223,0.00210053,60.3833534,MPO870210,1,MPCLINUX,200A,2016-03-12,2472386.74137,469.2192727,37.6899426,83.0767642,25.9273318,1.0021358,Distant Object,,1.0,38.0,,,
11.87,0.15,10.0,0.31,9,,M-v,3Ek,,,2016 EY392,2460800.5,34.12669,296.05188,196.58725,11.77884,0.2397071,0.00689747,27.3323085,MPO870211,1,MPCLINUX,200A,2016-03-12,2455852.73852,142.8941571,20.7805601,33.8840569,12.8809039,1.0070475,Distant Object,,1.0,8.0,,,
7.97,0.15,14.0,0.13,9,,M-v,3El,,,2016 EX395,2460800.5,332.67055,322.30178,225.46061,10.73409,0.0971095,0.0031512,46.0771217,MPO870219,1,Alexanders,200A,2016-03-12,2469473.21198,312.7721052,41.6025955,50.5516479,22.8213013,1.0032075,Distant Object,,1.0,8.0,,,
8.42,0.15,11.0,0.13,9,,M-v,3El,,,2016 EG397,2460800.5,60.46264,283.3934,184.85034,18.61324,0.1031013,0.00275942,50.3412631,MPO870225,1,Alexanders,200A,2016-03-09,2438888.983,357.1792016,45.1510134,55.5315128,24.9030708,1.0028076,Distant Object,,1.0,2.0,,,
7.26,0.15,20.0,0.26,8,,M-v,3Ek,,,2016 EW397,2460800.5,354.03486,11.54923,188.98807,12.83465,0.1960122,0.00328144,44.8497072,MPO885800,1,MPCLINUX,200A,2016-04-08,2462618.36433,300.3581482,36.0586174,53.640797,21.5632732,1.0033405,Distant Object,,1.0,56.0,,,
7.93,0.15,13.0,0.1,9,,M-v,3Ek,,,2016 EJ398,2460800.5,159.49599,53.20084,298.40655,27.22998,0.1054556,0.00422927,37.8697465,MPO900377,1,Alexanders,200A,2016-03-12,2423087.45971,233.04436,33.8761697,41.8633233,18.7243007,1.0043095,Distant Object,,1.0,8.0,,,
8.28,0.15,14.0,0.42,9,,M-v,3Ek,,,2016 EL398,2460800.5,10.56244,257.61408,236.2445,10.92746,0.3844203,0.00211457,60.1157442,MPO900377,1,MPCLINUX,200A,2016-03-07,2455805.25763,466.103476,37.0060318,83.2254566,25.6159508,1.0021501,Distant Object,,1.0,28.0,,,
13.85,0.15,21.0,0.28,7,,M-v,3Ek,,,2016 EM398,2460800.5,86.71293,197.67511,311.40366,43.98668,0.188694,0.02646375,11.1524032,MPO900378,1,MPCLINUX,200A,2016-03-12,2457523.82554,37.2436892,9.0480116,13.2567948,5.3776586,1.027591,Distant Object,,1.0,33.0,,,
7.61,0.15,17.0,0.22,7,,M-v,3Ek,,,2016 EO398,2460800.5,30.7149,162.77326,294.92284,26.68459,0.3336064,0.00249115,53.8934066,MPO900378,1,MPCLINUX,200A,2016-03-07,2448470.64572,395.6429709,35.9142212,71.872592,23.9477176,1.0025339,Distant Object,,1.0,52.0,,,
8.14,0.15,14.0,0.25,8,,M-v,3Ek,,,2016 EP398,2460800.5,8.55917,318.44277,164.47091,24.59881,0.5259618,0.00139861,79.1900793,MPO900378,1,MPCLINUX,200A,2016-03-12,2454680.68733,704.7030754,37.5391226,120.841036,28.6416336,1.0014211,Distant Object,,1.0,33.0,,,
8.41,0.15,12.0,0.25,9,,M-v,3Ek,,,2016 EQ398,2460800.5,16.97098,111.47416,300.67987,30.77632,0.7479749,0.00113864,90.8261039,MPO900378,1,MPCLINUX,200A,2016-03-12,2445895.37089,865.5975678,22.8904579,158.7617499,20.0059729,1.0011566,Distant Object,,1.0,33.0,,,
8.6,0.15,24.0,0.15,6,2016-2019,M-v,3Ek,,,2016 ER398,2460800.5,337.61624,294.60486,259.03489,12.52175,0.288776,0.00235406,55.9659389,MPO900378,2,Alexanders,000A,2019-03-08,2470309.31903,418.6833506,39.8043189,72.1275589,25.6494255,1.0023942,Distant Object,,,,,,
8.15,0.15,14.0,0.15,9,,M-v,3Ek,,,2016 ES398,2460800.5,16.87411,188.98434,288.27508,20.79819,0.3928243,0.00186367,65.3968228,MPO900378,1,MPCLINUX,200A,2016-03-07,2451745.92284,528.8530021,39.7073617,91.0862839,27.6526891,1.0018945,Distant Object,,1.0,28.0,,,
8.44,0.15,16.0,0.25,7,,M-v,3Ek,,,2016 EU398,2460800.5,310.08301,105.92098,167.03977,15.58697,0.0336431,0.00363594,41.8849652,MPO900379,1,MPCLINUX,200A,2016-06-06,2474529.42269,271.0736093,40.4758251,43.2941053,20.9187787,1.0037027,Distant Object,,1.0,91.0,,,
8.3,0.15,11.0,0.41,9,,M-v,3Ek,,,2016 EK400,2460800.5,281.74661,68.70284,167.87481,21.91633,0.0965072,0.00312357,46.3484792,MPO913273,1,Alexanders,200A,2016-03-12,2485853.61029,315.5391365,41.8755172,50.8214412,22.9584031,1.0031793,Distant Object,,1.0,33.0,,,
12.1,0.15,93.0,0.19,0,2014-2019,M-v,38h,,,2016 FD14,2460800.5,34.00774,324.89991,216.35087,19.99723,0.5102237,0.00992501,21.4444754,MPO473636,6,MPCLINUX,040A,2019-05-09,2457374.02746,99.3054628,10.5029958,32.385955,7.9309366,1.0101724,Distant Object,,,,,,
7.8,0.15,9.0,0.29,E,,,,,,2016 FT58,2457460.5,359.94643,293.49321,242.97236,15.30636,0.0250134,0.0036223,41.9900323,MPO377944,1,MPCW,200A,2016-04-01,2457475.28895,272.094218,40.9397188,43.0403458,20.9818802,1.0036888,Distant Object,,1.0,4.0,,,
7.32,0.15,22.0,0.71,5,2013-2025,M-v,3Ek,,,2016 FU58,2460800.5,335.02187,246.69552,335.94634,23.87022,0.1412232,0.00346746,43.2309743,MPO906940,3,MPCLINUX,000A,2025-02-23,2468004.20595,284.2448044,37.1257578,49.3361908,21.184388,1.0035305,Distant Object,,,,,,
7.8,0.15,12.0,0.3,E,,,,,,2016 FV58,2457460.5,181.00391,88.70189,264.47017,7.81474,0.0164566,0.00373777,41.1207372,MPO377944,1,MPCW,200A,2016-04-01,2505349.86779,263.68859,40.4440297,41.7974447,20.5548004,1.0038068,Distant Object,,1.0,4.0,,,
8.08,0.15,12.0,0.32,9,,M-v,3El,,,2016 FW58,2460800.5,3.67785,213.23664,320.59684,16.77348,0.6126077,0.00104309,96.2917632,MPO870227,1,Alexanders,200A,2016-04-01,2457274.27756,944.8953434,37.3026876,155.2808388,30.0773006,1.0010594,Distant Object,,1.0,4.0,,,
5.81,0.15,25.0,0.34,5,2013-2024,M-v,3Ek,,,2016 FX58,2460800.5,274.99748,328.41073,331.9764,22.92019,0.2839024,0.00246275,54.3070311,E2024-H69,5,MPCLINUX,000A,2024-04-14,2495316.48652,400.2064573,38.8891346,69.7249276,24.9649266,1.002505,Distant Object,,,,,,
8.58,0.15,12.0,0.37,9,,M-v,3El,,,2016 FY58,2460800.5,3.1334,216.9995,318.39644,11.98531,0.6554613,0.00090732,105.6729706,MPO870227,1,Alexanders,200A,2016-04-01,2457346.95652,1086.2902317,36.4084279,174.9375133,30.1363717,1.0009214,Distant Object,,1.0,4.0,,,
6.75,0.15,10.0,0.27,9,,M-v,3El,,,2016 FZ58,2460800.5,45.48797,209.75634,283.68873,8.53784,0.0970247,0.00300681,47.5407327,MPO725958,1,Alexanders,200A,2016-04-10,2445672.1343,327.7923443,42.9281074,52.153358,23.5465971,1.00306,Distant Object,,1.0,13.0,,,
7.69,0.15,10.0,0.32,9,,M-v,3El,,,2016 FA59,2460800.5,189.0108,23.29932,339.4381,25.58918,0.1071985,0.00466605,35.468002,MPO725958,1,Alexanders,200A,2016-04-10,2497446.27797,211.2297507,31.6658854,39.2701186,17.5302104,1.0047567,Distant Object,,1.0,13.0,,,
8.8,0.15,15.0,0.35,9,,M-v,3El,,,2016 FB59,2460800.5,7.76038,279.2884,262.10253,18.1701,0.363239,0.00215135,59.4285541,MPO870227,1,Alexanders,200A,2016-04-01,2457193.20209,458.1342344,37.8417855,81.0153227,25.7936989,1.0021875,Distant Object,,1.0,4.0,,,
7.81,0.15,15.0,0.34,9,,M-v,3El,,,2016 FC59,2460800.5,6.97622,237.52451,302.54209,16.34029,0.3637516,0.00201072,62.1681789,MPO870227,1,Alexanders,200A,2016-04-01,2457330.95208,490.1761976,39.5544044,84.7819534,26.9711911,1.0020443,Distant Object,,1.0,4.0,,,
9.48,0.15,12.0,0.44,9,,M-v,3El,,,2016 FD59,2460800.5,1.7331,318.74519,216.65234,15.66153,0.8155703,0.00050542,156.0864905,MPO870227,1,Alexanders,200A,2016-03-31,2457371.33498,1950.0599991,28.7869846,283.3859964,26.1323971,1.0005131,Distant Object,,1.0,3.0,,,
8.75,0.15,12.0,0.41,9,,M-v,3El,,,2016 FE59,2460800.5,6.24948,293.24949,244.77036,9.99612,0.4581431,0.00178083,67.4094012,MPO870228,1,Alexanders,200A,2016-04-01,2457291.13342,553.4529466,36.5262492,98.2925532,26.6302491,1.0018101,Distant Object,,1.0,4.0,,,
7.14,0.15,10.0,0.26,9,,M-v,3El,,,2016 FF59,2460800.5,293.75356,60.1647,206.49673,14.08351,0.0968762,0.00358815,42.2560651,MPO725958,1,Alexanders,200A,2016-04-10,2479263.31876,274.6841368,38.1624581,46.3496721,20.929746,1.0036538,Distant Object,,1.0,13.0,,,
6.86,0.15,26.0,0.31,4,2001-2019,M-v,3Ek,,,2016 FG59,2460800.5,10.54056,219.6302,321.77566,24.63887,0.2833837,0.00201357,62.1094934,MPO839350,4,MPCLINUX,000A,2019-02-13,2455565.55587,489.4822868,44.5086754,79.7103114,28.5608542,1.0020472,Distant Object,,,,,,
7.82,0.15,9.0,0.35,9,,M-v,3El,,,2016 FH59,2460800.5,3.80457,247.33432,297.07401,14.86138,0.5944738,0.0010897,93.5257777,MPO870228,1,Alexanders,200A,2016-03-31,2457309.10787,904.4758851,37.9271532,149.1244022,30.2369261,1.0011068,Distant Object,,1.0,3.0,,,
7.44,0.15,10.0,0.34,9,,M-v,3El,,,2016 FJ59,2460800.5,231.96989,343.08472,349.70587,23.88769,0.1066653,0.00449328,36.3714471,MPO716207,1,Alexanders,200A,2016-04-09,2489294.69345,219.3516324,32.4918758,40.2510184,17.9788157,1.0045798,Distant Object,,1.0,12.0,,,
9.45,0.15,15.0,0.05,9,,M-v,3El,,,2016 FK59,2460800.5,37.64623,173.38809,350.92734,33.10005,0.0949534,0.00606275,29.786749,MPO870228,1,Alexanders,200A,2016-04-01,2454591.01743,162.5678487,26.9583959,32.6151021,14.7590936,1.0061894,Distant Object,,1.0,4.0,,,
6.89,0.15,93.0,0.69,3,2011-2022,M-v,3Ek,,,2016 FL59,2460800.5,19.64265,258.79718,276.98039,6.93181,0.0265933,0.00348188,43.1115498,MPO687526,10,MPCLINUX,000A,2022-03-02,2455158.97837,283.0677893,41.9650714,44.2580282,21.5405306,1.0035452,Distant Object,,,,,,
9.68,0.15,9.0,0.45,9,,M-v,3El,,,2016 FM59,2460800.5,3.05079,338.2483,206.34533,21.11358,0.7174762,0.00090138,106.136129,MPO870228,1,Alexanders,200A,2016-03-31,2457415.6226,1093.4397705,29.9859825,182.2862755,25.7501056,1.0009154,Distant Object,,1.0,3.0,,,
6.79,0.15,107.0,1.0,2,2001-2025,M-v,3Ek,,,2016 FN59,2460800.5,21.64956,278.62033,229.36699,5.77284,0.3881303,0.0022172,58.2459205,MPO918866,11,MPCLINUX,000A,2025-03-29,2451036.13052,444.527128,35.6389139,80.8529271,24.7357281,1.0022547,Distant Object,,,,,,
7.48,0.15,29.0,0.44,5,2013-2024,M-v,3Ek,,,2016 FO59,2460800.5,17.92338,316.67455,202.47533,19.29072,0.3563617,0.00229538,56.9158952,MPO824855,4,Veres,000A,2024-03-06,2452991.76912,429.3884483,36.63325,77.1985404,24.8439686,1.0023343,Distant Object,['2024 EK7'],,,,,
7.77,0.15,15.0,0.34,9,,M-v,3El,,,2016 FQ59,2460800.5,6.57281,223.57256,325.47898,15.65457,0.386027,0.00186843,65.2856946,MPO870228,1,Alexanders,200A,2016-04-01,2457282.61839,527.5055626,40.0836538,90.4877354,27.7785132,1.0018993,Distant Object,,1.0,4.0,,,
9.88,0.15,12.0,0.44,9,,M-v,3El,,,2016 FS59,2460800.5,1.74748,299.51324,241.12508,22.16325,0.8083254,0.00050402,156.3765671,MPO870228,1,Alexanders,200A,2016-04-01,2457333.27778,1955.4986136,29.9734159,282.7797183,27.1008447,1.0005116,Distant Object,,1.0,3.0,,,
7.79,0.15,9.0,0.29,9,,M-v,3El,,,2016 FT59,2460800.5,7.49248,239.74249,300.36483,16.43024,0.2586878,0.00217803,58.9421885,MPO870228,1,Alexanders,200A,2016-03-31,2457360.42654,452.5216745,43.6945634,74.1898136,27.498907,1.0022147,Distant Object,,1.0,2.0,,,
7.3,0.15,12.0,0.3,9,,M-v,3El,,,2016 FU59,2460800.5,2.28651,326.95037,217.77119,16.40769,0.6440601,0.00067484,128.7266641,MPO870228,1,Alexanders,200A,2016-04-01,2457412.0738,1460.5040723,45.8189559,211.6343723,37.6645586,1.0006852,Distant Object,,1.0,3.0,,,
7.44,0.15,16.0,0.29,9,,M-v,3Ek,,,2016 FV59,2460800.5,358.74896,344.22061,215.65446,8.94798,0.2592441,0.00255463,52.9969042,MPO679209,1,Alexanders,200A,2016-04-09,2461290.2205,385.812018,39.2577695,66.7360389,24.7175573,1.0025987,Distant Object,,1.0,29.0,,,
8.07,0.15,9.0,0.33,9,,M-v,3El,,,2016 FX59,2460800.5,36.03988,304.73877,211.9977,28.68265,0.0947337,0.00331214,44.5721139,MPO870228,1,Alexanders,200A,2016-03-31,2449919.22226,297.5739073,40.3496326,48.7945952,22.0860513,1.0033718,Distant Object,,1.0,2.0,,,
7.38,0.15,9.0,0.04,9,,M-v,3El,,,2016 FY59,2460800.5,138.88405,208.69705,206.39329,35.2255,0.1056338,0.00435821,37.1190997,MPO870229,1,Alexanders,200A,2016-04-01,2428933.20387,226.1497704,33.1980681,41.0401313,18.3524531,1.0044415,Distant Object,,1.0,3.0,,,
8.03,0.15,9.0,0.38,9,,M-v,3El,,,2016 FZ59,2460800.5,166.19789,89.85987,299.9082,20.9266,0.1079649,0.00479443,34.8319681,MPO870229,1,Alexanders,200A,2016-04-01,2426135.49708,205.5734484,31.0713381,38.5925981,17.212976,1.0048882,Distant Object,,1.0,2.0,,,
8.99,0.15,9.0,0.35,9,,M-v,3El,,,2016 FA60,2460800.5,107.27948,128.18043,314.85753,24.81706,0.1037758,0.00451847,36.2361023,MPO870229,1,Alexanders,200A,2016-04-01,2437057.69724,218.1284009,32.4756718,39.9965328,17.9229303,1.0046056,Distant Object,,1.0,2.0,,,
8.74,0.15,9.0,0.3,9,,M-v,3El,,,2016 FB60,2460800.5,8.90261,251.77574,290.51642,9.89544,0.3062535,0.00253216,53.3099842,MPO870229,1,Alexanders,200A,2016-04-01,2457284.60015,389.2358475,36.983615,69.6363534,24.1549882,1.0025758,Distant Object,,1.0,2.0,,,
7.47,0.15,31.0,0.23,4,2002-2021,M-v,3El,,,2016 FC60,2460800.5,0.05782,250.52245,308.70074,7.7482,0.1863408,0.00359778,42.1806326,MPO716207,8,Alexanders,000A,2021-04-22,2460784.42862,273.9489455,34.3206598,50.0406054,20.3579995,1.0036637,Distant Object,,,,,,
7.14,0.15,22.0,0.22,4,2001-2021,M-v,3El,,,2016 FD60,2460800.5,67.26455,259.52973,202.56656,15.9284,0.2041791,0.00318372,45.7627843,MPO716208,6,Alexanders,000A,2021-03-17,2439672.70844,309.5769805,36.4189802,55.1065884,21.9274874,1.0032407,Distant Object,,,,,,
7.5,0.15,14.0,0.3,9,,M-v,3El,,,2016 FE60,2460800.5,230.00258,102.59187,233.02303,10.41138,0.1056009,0.00497336,33.9914275,E2024-V84,1,Alexanders,200A,2016-04-10,2486939.56662,198.1773904,30.4019022,37.5809528,16.8061852,1.0050716,Distant Object,,1.0,12.0,,,
15.67,0.15,39.0,0.21,4,2013-2016,M-v,3Ek,,,2016 FW107,2460800.5,248.39975,192.36698,274.72247,8.18449,0.4047445,0.0644861,6.1587417,MPO705666,3,Veres,000A,2016-04-01,2462531.10939,15.2840336,3.6660249,8.6514585,2.5749141,1.0700082,Distant Object,,,,,,
5.51,0.15,17.0,0.39,5,2014-2019,M-v,3Ek,,,2016 FK164,2460800.5,208.50155,34.69669,344.33558,27.64334,0.1398695,0.00336475,44.1063599,E2024-U35,5,Pan,000A,2019-07-12,2505826.34183,292.9218885,37.9372254,50.2754944,21.6217431,1.0034256,Distant Object,,,,,,
11.03,0.15,10.0,0.66,9,,M-v,3Ek,,,2016 FF180,2460800.5,325.93584,32.96297,253.9778,9.81089,0.1477773,0.01658835,15.2265163,E2024-VH9,1,Veres,200A,2016-04-01,2462854.00518,59.4156466,12.9763828,17.4766498,7.4469988,1.0171187,Distant Object,,1.0,4.0,,,
9.41,0.15,20.0,0.25,8,,M-v,3Ek,,,2016 FF185,2460800.5,353.77824,101.90014,145.34587,12.13851,0.3202472,0.00381955,40.5316666,E2024-O14,1,Veres,200A,2016-04-14,2462429.4462,258.0427683,27.5515139,53.5118193,18.1874045,1.0038904,Distant Object,,1.0,29.0,,,
7.46,0.15,20.0,0.21,9,,M-v,3Ek,,,2016 FK185,2460800.5,346.00901,78.55032,166.87867,16.64343,0.1828806,0.00311557,46.4277373,E2024-O34,1,MPCLINUX,200A,2016-04-14,2465291.26874,316.3488628,37.9370048,54.9184698,22.4374735,1.0031711,Distant Object,,1.0,29.0,,,
8.67,0.15,14.0,0.31,8,,M-v,3Ek,,,2016 FL185,2460800.5,358.2759,73.02851,171.87923,19.10362,0.6813198,0.00097759,100.5460103,E2024-O34,1,MPCLINUX,200A,2016-04-14,2462564.28517,1008.2013241,32.0420227,169.0499979,26.9364436,1.0009929,Distant Object,,1.0,29.0,,,
6.36,0.15,20.0,0.14,4,2016-2025,M-v,3Ek,,,2016 FX185,2460800.5,338.34253,163.00848,123.98009,9.9159,0.5251117,0.00149044,75.9032057,MPO918868,3,Veres,000A,2025-04-23,2475331.81374,661.2872928,36.0455443,115.7608671,27.4867407,1.0015145,Distant Object,,,,,,
6.89,0.15,21.0,0.25,9,,M-v,3Ek,,,2016 FY185,2460800.5,16.29204,152.03469,310.39988,17.3015,0.7230493,0.00116573,89.4138224,E2024-O42,1,MPCLINUX,200A,2016-04-01,2446824.31402,845.4871117,24.7632207,154.0644241,21.334125,1.0011842,Distant Object,,1.0,4.0,,,
7.86,0.15,19.0,0.26,6,,M-v,3Ek,,,2016 FE186,2460800.5,59.0927,89.75092,47.21178,29.57805,0.1873715,0.00330934,44.5972759,E2024-O68,1,MPCLINUX,200A,2016-06-06,2442943.94423,297.825924,36.2410174,52.9535344,21.5157756,1.003369,Distant Object,,1.0,91.0,,,
9.16,0.15,17.0,0.34,7,,M-v,3Ek,,,2016 FF186,2460800.5,355.62894,119.38525,111.7943,11.40278,0.251414,0.00297855,47.8409072,E2024-P10,1,MPCLINUX,200A,2016-06-06,2462268.03735,330.9017849,35.8130334,59.868781,22.4084657,1.0030312,Distant Object,,1.0,82.0,,,
7.84,0.15,19.0,0.18,7,,M-v,3Ek,,,2016 FG186,2460800.5,46.67808,44.35723,102.19305,10.50431,0.2455667,0.00278547,50.0268977,E2024-P10,1,MPCLINUX,200A,2016-07-03,2444042.37549,353.8387221,37.7419575,62.3118379,23.5050627,1.0028342,Distant Object,,1.0,109.0,,,
15.4,0.15,19.0,0.5,8,,M-v,3Ek,,,2016 FG189,2460800.5,159.44519,102.6794,146.44414,11.46585,0.484061,0.05264203,7.0509499,MPO870236,1,MPCLINUX,200A,2016-04-05,2457771.6411,18.7228278,3.63786,10.4640398,2.6994031,1.0564244,Distant Object,,1.0,6.0,,,
16.77,0.15,11.0,0.08,9,,M-v,3Ek,,,2016 GE53,2460800.5,101.15548,83.62613,358.80778,0.57712,0.8763274,0.0278832,10.7706269,MPO630349,1,Pan,2005,2016-04-02,2457172.67106,35.3477254,1.3320314,20.2092224,1.2496635,1.029114,Object with perihelion distance < 1.665 AU,,1.0,1.0,,,
17.55,0.15,11.0,0.57,9,,M-v,3Ek,,,2016 GZ120,2460800.5,99.62793,293.38205,183.17786,10.47858,0.8332632,0.02815985,10.6999681,MPO630349,1,Pan,200A,2016-04-02,2457262.55122,35.0004578,1.7840784,19.6158578,1.6353427,1.0294114,Distant Object,,1.0,1.0,,,
11.1,0.15,104.0,0.22,0,2012-2019,M-v,38h,,,2016 GC241,2460800.5,45.86041,182.72564,329.9257,4.18259,0.3608035,0.0098211,21.5954723,MPO473636,8,MPCLINUX,040A,2019-05-27,2456130.92022,100.3561657,13.8037503,29.3871943,9.3920959,1.0100648,Distant Object,,,,,,
11.1,0.15,63.0,0.2,0,2011-2017,M-v,38h,,,2016 GZ251,2460800.5,76.69439,84.98017,37.3613,29.3841,0.4310618,0.01311099,17.8119855,MPO473440,7,MPCLINUX,040A,2017-05-17,2454950.83369,75.1741454,10.133919,25.490052,7.2511322,1.0134818,Distant Object,,,,,,
7.0,0.15,15.0,0.26,9,2016-2018,M-v,3Ek,,,2016 GZ276,2460800.5,346.31955,220.32594,76.31595,22.02731,0.7273235,0.00058526,141.5475767,E2020-L19,3,Alexanders,000A,2018-05-19,2484177.89234,1684.0448669,38.5966978,244.4984556,33.3344916,1.0005942,Distant Object,,,,,,
