H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type,Other_desigs,One_opposition_object_flag,Arc_length,NEO_flag,One_km_NEO_flag,PHA_flag
6.36,0.15,128.0,0.97,3,2009-2025,M-v,3Ek,(553138),,2011 BQ170,2460800.5,350.72741,349.95201,207.19286,9.31826,0.178545,0.0031834,45.7659022,MPO905402,12,MPCLINUX,000A,2025-02-27,2463713.2945,309.608619,37.5946292,53.9371752,22.1534811,1.0032404,Distant Object,,,,,,
5.56,0.15,197.0,0.87,2,2004-2025,M-v,3Ek,(553893),,2012 BW154,2460800.5,37.57856,55.21779,65.83216,7.86211,0.1464451,0.00316647,45.9288976,MPO917590,16,MPCLINUX,000A,2025-03-31,2448932.58691,311.2640989,39.2028356,52.6549596,22.4719494,1.0032231,Distant Object,,,,,,
6.65,0.15,99.0,0.17,4,2011-2021,M-v,3Ek,(553898),,2012 BZ159,2460800.5,2.56154,4.70337,173.26885,7.25886,0.1485653,0.0032893,44.7782651,MPO701940,9,Pan,000A,2021-04-07,2460021.75072,299.6407633,38.1257687,51.4307615,21.8949675,1.0033485,Distant Object,,,,,,
6.24,0.15,134.0,0.54,2,2010-2021,M-v,3Ek,(554000),,2012 FM87,2460800.5,38.96261,311.10849,169.44706,19.97353,0.2536037,0.00270086,51.0662783,E2023-Y46,12,MPCLINUX,000A,2021-04-07,2446374.17817,364.9230631,38.1156812,64.0168754,23.8909795,1.0027478,Distant Object,,,,,,
6.28,0.15,243.0,0.92,1,2002-2025,M-v,3Ek,(554099),,2012 KU50,2460800.5,30.22415,126.03318,66.76023,18.89088,0.2450695,0.00378101,40.8066584,E2025-N01,15,MPCLINUX,000A,2025-06-30,2452806.80786,260.6732993,30.806191,50.8071258,19.1779244,1.003851,Distant Object,,,,,,
6.43,0.15,119.0,1.13,3,1999-2023,M-v,3Ek,(554102),,2012 KW51,2460800.5,329.18783,124.05361,161.86277,11.6457,0.2336319,0.00301931,47.4093853,E2024-V16,14,Pan,000A,2023-05-13,2471005.57071,326.4348267,36.3330405,58.4857301,22.4107989,1.0030728,Distant Object,,,,,,
6.82,0.15,99.0,0.27,3,2003-2023,M-v,3Ek,(554780),,2013 AQ183,2460800.5,10.90817,307.17017,189.89903,2.58999,0.165101,0.00309669,46.6162757,E2023-D68,12,MPCLINUX,000A,2023-02-20,2457277.87196,318.2778095,38.919882,54.3126694,22.6727967,1.0031518,Distant Object,,,,,,
6.14,0.15,102.0,1.0,3,2010-2025,M-v,3Ek,(554856),,2013 CF229,2460800.5,347.48264,10.71931,150.40266,8.62931,0.1161796,0.00296184,48.0206368,MPO905415,12,MPCLINUX,000A,2025-03-03,2465026.76781,332.768242,42.4416184,53.5996552,23.6862343,1.0030142,Distant Object,,,,,,
6.33,0.15,62.0,0.35,3,2012-2021,M-v,3Ek,(554982),,2013 JV65,2460800.5,323.46438,284.99231,358.36336,3.21323,0.0321531,0.00356076,42.4725097,MPO701961,9,Pan,000A,2021-05-12,2471061.29703,276.7973235,41.1068868,43.8381326,21.2143003,1.0036259,Distant Object,,,,,,
7.18,0.15,67.0,0.19,3,2005-2021,M-v,3Ek,(555426),,2013 XD26,2460800.5,10.82218,185.88628,351.78977,30.19091,0.1074744,0.00384113,40.3797276,MPO701969,11,Pan,000A,2021-03-20,2457983.03105,256.5931612,36.0399406,44.7195146,19.9566558,1.0039125,Distant Object,,,,,,
7.38,0.15,86.0,1.05,2,2012-2025,M-v,3Ek,(555591),,2014 AF61,2460800.5,17.90678,157.89813,321.10166,28.08057,0.232929,0.00320843,45.5275509,MPO905421,10,MPCLINUX,000A,2025-02-22,2455219.28195,307.1930832,34.922864,56.1322378,21.5287059,1.0032659,Distant Object,,,,,,
4.93,0.15,248.0,0.62,2,2002-2025,M-v,3Ek,(555632),,2014 BZ57,2460800.5,347.2986,263.38466,274.30954,26.98819,0.1402516,0.00351089,42.8736971,MPO905422,15,MPCLINUX,000A,2025-03-02,2464418.30791,280.728434,36.8605925,48.8868017,21.0151748,1.0035749,Distant Object,,,,,,
5.3,0.15,207.0,0.91,2,2002-2025,M-v,3Ek,(555678),,2014 CO23,2460800.5,98.43589,49.6449,20.3293,7.94275,0.1781473,0.00339475,43.8461172,MPO917600,16,MPCLINUX,000A,2025-03-30,2431803.56654,290.3332065,36.0350498,51.6571846,21.2272983,1.0034562,Distant Object,,,,,,
6.83,0.15,95.0,0.99,3,2002-2023,M-v,3Ek,(555756),,2014 DH143,2460800.5,261.82387,199.22917,119.28991,4.52978,0.1574333,0.00449298,36.3730362,MPO917600,15,MPCLINUX,000A,2023-03-18,2482651.89442,219.3660081,30.6467091,42.0993633,17.7357608,1.0045795,Distant Object,,,,,,
5.67,0.15,105.0,0.93,3,2002-2023,M-v,3Ek,(555757),,2014 DM143,2460800.5,230.0089,272.69613,67.21745,10.77377,0.0907809,0.00329503,44.726335,E2023-FA2,11,MPCLINUX,000A,2023-03-18,2500251.51669,299.1196669,40.6660381,48.7866319,22.1788688,1.0033544,Distant Object,,,,,,
7.61,0.15,110.0,0.76,3,2011-2025,M-v,3Ek,(555758),,2014 DP143,2460800.5,359.80013,35.26841,202.00888,24.19179,0.2540561,0.00401186,39.2258573,E2025-KB8,11,MPCORBFIT,000A,2025-05-19,2460850.32053,245.6736997,29.260289,49.1914256,18.3470219,1.0040871,Distant Object,['2020 DF5'],,,,,
5.37,0.15,265.0,0.73,2,2002-2025,M-v,3Ek,(555820),,2014 EA52,2460800.5,350.53031,89.09998,140.54247,18.98068,0.0929478,0.00372719,41.1985131,E2025-M81,18,MPCORBFIT,000A,2025-06-20,2463341.26628,264.4370558,37.3692019,45.0278243,20.4212935,1.003796,Distant Object,,,,,,
5.34,0.15,369.0,0.64,1,2002-2025,M-v,3Ek,(555915),,2014 GX53,2460800.5,5.05728,129.20496,97.06015,14.54172,0.1345706,0.0038249,40.493841,E2025-N01,17,MPCLINUX,000A,2025-06-30,2459478.30073,257.6816305,35.0445605,45.9431215,19.880264,1.0038959,Distant Object,,,,,,
7.78,0.15,140.0,0.6,3,2012-2024,M-v,3Ek,(555916),,2014 GB54,2460800.5,352.99554,57.5232,204.27843,26.1412,0.2826887,0.00401973,39.1746364,E2024-F74,12,MPCLINUX,000A,2024-03-21,2462543.03302,245.1926579,28.1004094,50.2488634,18.0220388,1.0040951,Distant Object,,,,,,
4.66,0.15,324.0,0.73,3,2010-2025,M-v,3Ek,(556004),,2014 HA200,2460800.5,319.66247,139.49847,171.13332,10.38885,0.338728,0.00239445,55.3348757,E2025-M10,15,MPCLINUX,000A,2025-06-16,2477647.11293,411.6218385,36.5914039,74.0783475,24.4929685,1.0024353,Distant Object,,,,,,
6.33,0.15,180.0,0.87,3,2011-2024,M-v,3Ek,(556067),,2014 JK80,2460800.5,322.27519,154.25165,157.00784,19.99341,0.1956,0.00401784,39.1869186,MPO844603,13,MPCLINUX,000A,2024-06-27,2470189.91958,245.3079777,31.5219573,46.8518799,18.8438261,1.0040932,Distant Object,,,,,,
4.94,0.15,236.0,0.63,2,2010-2025,M-v,3Ek,(556068),,2014 JR80,2460800.5,256.75091,299.79926,119.17648,15.41205,0.0948836,0.00400263,39.2861331,E2025-N32,14,MPCLINUX,000A,2025-07-03,2486596.00542,246.2401832,35.5585234,43.0137428,19.466222,1.0040776,Distant Object,,,,,,
7.3,0.15,108.0,1.1,3,2011-2025,M-v,3Ek,(556130),,2014 KV101,2460800.5,335.5123,129.99136,160.50145,16.81952,0.2554851,0.00402941,39.1118272,E2025-KD6,14,MPCLINUX,000A,2025-05-27,2466877.75716,244.6032135,29.1193381,49.1043163,18.2794476,1.004105,Distant Object,,,,,,
4.66,0.15,207.0,0.76,2,2010-2025,M-v,3Ek,(556416),,2014 OE394,2460800.5,82.14206,258.02004,308.90112,3.93794,0.1154998,0.00313867,46.1996637,E2025-M81,14,MPCORBFIT,000A,2025-06-20,2434628.93943,314.0206595,40.8636118,51.5357156,22.7916754,1.0031947,Distant Object,,,,,,
9.0,0.15,96.0,0.42,3,2014-2025,M-v,3Ek,(558093),,2014 WW535,2460800.5,10.13967,277.5019,220.57094,18.84239,0.3049751,0.00483232,34.6496777,MPO905443,6,MPCLINUX,000A,2025-02-23,2458702.18864,203.9617826,24.0823888,45.2169666,15.7134589,1.004927,Distant Object,,,,,,
10.7,0.15,158.0,0.75,1,2012-2023,M-v,3Ek,(558094),,2014 WX535,2460800.5,20.55549,346.21763,167.67928,22.92232,0.4981843,0.00813769,24.4794644,E2023-FI9,10,MPCLINUX,000A,2023-03-26,2458274.51076,121.1163759,12.2841796,36.6747492,9.2019825,1.0083253,Distant Object,,,,,,
7.11,0.15,117.0,0.54,4,2012-2024,M-v,3Ek,(558095),,2014 WA536,2460800.5,356.66581,265.02132,266.47363,27.2193,0.4513733,0.00237158,55.6900977,E2024-CI1,10,MPCLINUX,000A,2024-02-14,2462206.44139,415.5917998,30.5530745,80.8271209,22.1719583,1.002412,Distant Object,,,,,,
8.94,0.15,116.0,0.79,1,2004-2021,M-v,3Ek,(558168),,2014 XQ40,2460800.5,6.83092,268.41288,261.00718,14.73958,0.7304917,0.00181088,66.6616426,MPO917618,11,MPCLINUX,000A,2021-05-03,2457028.17837,544.2695231,17.965866,115.3574192,15.544891,1.0018407,Distant Object,,,,,,
6.5,0.15,103.0,0.98,3,2012-2025,M-v,3Ek,(558224),,2014 YC50,2460800.5,348.52207,75.87931,84.43763,18.36202,0.1565621,0.00335032,44.2328528,MPO905444,11,MPCLINUX,000A,2025-02-27,2464226.44096,294.1829002,37.3076645,51.1580411,21.5743154,1.0034108,Distant Object,,,,,,
8.44,0.15,257.0,0.86,3,2011-2025,M-v,3Ek,(559176),,2015 BE518,2460800.5,354.98525,201.88625,8.57941,16.55624,0.4324585,0.00613032,29.5674404,MPO917622,14,MPCORBFIT,000A,2025-05-15,2461618.52685,160.7757688,16.7807495,42.3541313,12.0188636,1.0062588,Distant Object,,,,,,
9.89,0.15,90.0,0.25,3,2012-2024,M-v,3Ek,(559177),,2015 BF518,2460800.5,5.75837,326.26638,223.03763,14.98553,0.3147586,0.00777099,25.2436323,E2024-D99,8,MPCLINUX,000A,2024-02-15,2460059.48287,126.8316868,17.2979819,33.1892827,11.3713353,1.0079471,Distant Object,,,,,,
6.42,0.15,139.0,0.92,2,2010-2025,M-v,3Ek,(559178),,2015 BM518,2460800.5,300.92962,0.88611,262.34742,8.8318,0.1190149,0.00449864,36.3425254,MPO917622,14,MPCORBFIT,000A,2025-04-24,2473931.33626,219.0900497,32.0172234,40.6678274,17.913875,1.0045853,Distant Object,,,,,,
6.6,0.15,63.0,0.33,3,2012-2021,M-v,3Ek,(559179),,2015 BR518,2460800.5,52.60082,44.4176,78.84295,9.91937,0.1198517,0.00342316,43.6031742,MPO702040,8,Pan,000A,2021-03-20,2445434.07191,287.9235305,38.3772596,48.8290888,21.4884197,1.0034852,Distant Object,,,,,,
5.88,0.15,138.0,0.9,2,2010-2025,M-v,3Ek,(559180),,2015 BT518,2460800.5,65.87724,50.55814,101.51511,8.09738,0.0500127,0.00344815,43.3922655,E2025-KE2,14,MPCLINUX,000A,2025-05-30,2441695.12603,285.837028,41.2221011,45.5624299,21.6418649,1.0035108,Distant Object,,,,,,
5.49,0.15,134.0,0.88,2,2012-2025,M-v,3Ek,(559181),,2015 BX518,2460800.5,295.69861,53.18313,209.95398,28.23982,0.1701906,0.00352819,42.7334596,MPO905453,10,MPCLINUX,000A,2025-02-25,2479026.00098,279.3521901,35.4606265,50.0062927,20.7478459,1.0035926,Distant Object,,,,,,
4.71,0.15,211.0,0.84,3,2010-2025,M-v,3Ek,(559182),,2015 BZ518,2460800.5,274.77803,300.59375,44.0232,11.4123,0.1852738,0.00308827,46.7009476,E2025-N01,15,MPCLINUX,000A,2025-06-30,2488396.50091,319.1453634,38.0484856,55.3534096,22.5489365,1.0031432,Distant Object,,,,,,
9.74,0.15,83.0,0.3,3,2015-2025,M-v,3Ek,(559239),,2015 BF568,2460800.5,321.8439,342.92703,271.23265,22.35935,0.325497,0.01254459,18.3441811,MPO917622,9,MPCLINUX,000A,2025-03-24,2463842.15969,78.5683249,12.3732052,24.315157,8.2003232,1.0128919,Distant Object,,,,,,
6.4,0.15,109.0,1.05,1,2011-2025,M-v,3Ek,(559800),,2015 DW224,2460800.5,5.07395,125.21788,69.54226,30.5378,0.6540534,0.00088109,107.7598825,MPO917624,12,MPCLINUX,000A,2025-05-02,2455041.1924,1118.6279432,37.279165,178.2406,30.8308648,1.0008948,Distant Object,,,,,,
6.5,0.15,128.0,0.96,3,2012-2025,M-v,3Ek,(559801),,2015 DX224,2460800.5,357.74508,151.4147,87.21873,19.23484,0.4641537,0.00181098,66.6592158,E2025-L03,11,MPCLINUX,000A,2025-05-30,2462045.693,544.2398024,35.7190941,97.5993375,26.1491219,1.0018408,Distant Object,,,,,,
7.39,0.15,133.0,0.73,3,2003-2025,M-v,3Ek,(560039),,2015 FP36,2460800.5,353.3669,97.63863,152.01105,24.02687,0.3248862,0.00401804,39.1855878,E2025-M81,14,MPCORBFIT,000A,2025-06-19,2462451.34619,245.2954817,26.4547311,51.9164445,17.5247541,1.0040934,Distant Object,,,,,,
6.93,0.15,130.0,0.79,4,2011-2025,M-v,3Ek,(560414),,2015 FQ345,2460800.5,354.69559,102.9586,149.71173,12.43111,0.5530089,0.001654,70.812896,E2025-N01,12,MPCLINUX,000A,2025-06-30,2464007.51935,595.8933431,31.6527343,109.9730577,24.578489,1.001681,Distant Object,,,,,,
6.31,0.15,120.0,0.92,2,2012-2025,M-v,3Ek,(560552),,2015 GO50,2460800.5,33.63395,233.82908,283.55302,16.38092,0.1440076,0.0033492,44.2427099,MPO905465,11,MPCLINUX,000A,2025-03-02,2450758.11674,294.2812418,37.8714234,50.6139964,21.6625981,1.0034097,Distant Object,,,,,,
6.77,0.15,477.0,0.65,2,2010-2025,M-v,3Ek,(562274),,2015 XW379,2460800.5,343.96522,49.39118,144.20249,11.88423,0.3787095,0.0066655,27.9628181,E2025-L68,15,MPCLINUX,000A,2025-06-13,2463206.13799,147.8670492,17.3730332,38.552603,11.976183,1.0068089,Distant Object,,,,,,
6.65,0.15,91.0,0.37,3,2010-2024,M-v,3Ek,(564160),,2016 FR59,2460800.5,117.61766,127.78741,300.63638,10.23909,0.0374021,0.00452029,36.2263891,E2024-D82,9,MPCLINUX,000A,2024-02-15,2434780.04515,218.0407018,34.8714461,37.5813321,18.0878557,1.0046074,Distant Object,,,,,,
11.56,0.15,123.0,0.81,2,2014-2023,M-v,3Ek,(566442),,2018 EZ1,2460800.5,30.28639,184.17082,357.58672,29.7116,0.3893909,0.01519907,16.1407846,MPO745323,8,MPCLINUX,000A,2023-04-25,2458807.84325,64.846563,9.85571,22.4258592,6.8467169,1.0156626,Distant Object,,,,,,
10.99,0.15,161.0,0.85,1,2013-2023,M-v,3Ek,(567065),,2019 CY4,2460800.5,6.61429,87.11607,61.36127,19.6356,0.7869684,0.00302898,47.308398,E2024-V16,10,Pan,000A,2023-05-12,2458616.77323,325.3923682,10.0781837,84.5386123,9.0046979,1.0030827,Distant Object,,,,,,
10.4,0.15,109.0,0.81,1,2014-2025,M-v,3Ek,(567070),,2019 GB19,2460800.5,32.56549,79.01887,104.67984,31.52172,0.3574074,0.01161756,19.3075044,E2025-KE2,11,MPCLINUX,000A,2025-05-30,2457997.35905,84.837764,12.4068595,26.2081493,8.4205814,1.0119278,Distant Object,,,,,,
9.16,0.15,352.0,0.73,2,2015-2025,M-v,3Ek,(567122),,2020 PM3,2460800.5,351.72791,62.60809,338.83738,35.9269,0.4162595,0.0103454,20.8595284,E2025-O02,11,MPCLINUX,000A,2025-07-15,2461600.09112,95.2701235,12.1765515,29.5425053,8.6225784,1.0106078,Distant Object,,,,,,
13.22,0.15,199.0,0.87,1,2015-2023,M-v,3Ek,(567129),,2021 CD4,2460800.5,41.29814,331.66414,169.73141,19.917,0.5396145,0.02547251,11.4398815,MPO905527,7,MPCLINUX,000A,2023-06-17,2459179.21666,38.6929898,5.2667556,17.6130074,4.0543866,1.0265301,Distant Object,,,,,,
7.07,0.15,94.0,0.89,3,2004-2024,M-v,3Ek,(568573),,2004 HN79,2460800.5,355.18464,218.9406,32.86824,11.68685,0.2253601,0.00321282,45.4861015,MPO844621,15,MPCLINUX,000A,2024-07-06,2462299.30478,306.7736645,35.2353491,55.7368539,21.5879955,1.0032704,Distant Object,,,,,,
3.83,0.15,218.0,0.7,2,1951-2025,M-v,3Ek,(574372),,2010 JO179,2460800.5,38.76261,9.20961,147.12312,32.05335,0.4972109,0.00143686,77.7785751,E2025-N01,15,MPCLINUX,000A,2025-06-30,2433822.06876,685.9460727,39.1062198,116.4509304,29.2751293,1.00146,Distant Object,,,,,,
8.72,0.15,170.0,0.67,2,2010-2025,M-v,3Ek,(574398),,2010 LO33,2460800.5,358.39181,81.68365,241.19693,17.86321,0.3156117,0.00898594,22.9136152,E2025-N53,10,MPCLINUX,000A,2025-07-06,2460979.46816,109.6832785,15.6818102,30.1454202,10.3155865,1.009201,Distant Object,,,,,,
5.24,0.15,323.0,0.61,1,2009-2025,M-v,3Ek,(574441),,2010 OE153,2460800.5,21.73448,131.58772,134.67879,33.29969,0.3805575,0.00226366,57.4462434,E2025-N01,17,MPCLINUX,000A,2025-06-30,2451198.76825,435.4040366,35.5846446,79.3078422,24.563324,1.002302,Distant Object,,,,,,
5.73,0.15,243.0,0.91,2,2008-2024,M-v,3Ek,(575713),,2011 UT410,2460800.5,303.37195,107.21198,19.75753,13.4796,0.1816997,0.00392251,39.8192825,MPO892095,13,MPCLINUX,000A,2024-12-23,2475237.22403,251.269714,32.5841308,47.0544342,19.2523288,1.0039957,Distant Object,,,,,,
9.54,0.15,118.0,0.87,2,2011-2022,M-v,3Ek,(576162),,2012 GT41,2460800.5,19.09203,99.53612,139.65102,29.85118,0.3782719,0.00736661,26.1591877,MPO713571,12,MPCLINUX,000A,2022-08-21,2458208.79827,133.7939209,16.2639021,36.0544733,11.2080396,1.0075305,Distant Object,,,,,,
6.6,0.15,69.0,0.15,4,1999-2021,M-v,3Ek,(576212),,2012 HL85,2460800.5,225.55777,321.74064,47.66928,16.59821,0.0210895,0.0038446,40.3554216,MPO702361,11,Pan,000A,2021-06-08,2495769.60732,256.3615172,39.5043459,41.2064973,20.1687364,1.003916,Distant Object,,,,,,
5.51,0.15,84.0,0.21,3,2010-2021,M-v,3Ek,(576256),,2012 JH67,2460800.5,76.44814,162.8577,329.13036,6.61773,0.2756475,0.00300374,47.5730438,MPO702362,11,Pan,000A,2021-06-08,2435349.17663,328.1265776,34.4596532,60.6864344,21.9791852,1.0030569,Distant Object,,,,,,
8.17,0.15,98.0,0.44,4,2012-2021,M-v,3Ek,(576257),,2012 JD68,2460800.5,3.91275,75.03916,185.15006,29.07434,0.2854202,0.00403005,39.1077442,MPO702362,8,Pan,000A,2021-06-08,2459829.59429,244.5649122,27.945604,50.2698844,17.960922,1.0041057,Distant Object,,,,,,
9.46,0.15,154.0,0.89,1,2010-2024,M-v,3Ek,(576357),,2012 PV45,2460800.5,7.08568,125.9403,234.69919,12.31223,0.3854855,0.0067423,27.7500542,E2024-T78,13,MPCLINUX,000A,2024-10-04,2459749.57079,146.1826241,17.0528107,38.4472977,11.813211,1.0068879,Distant Object,,,,,,
13.95,0.15,233.0,0.96,0,2001-2024,M-v,3Ek,(576525),,2012 TQ67,2460800.5,49.74759,355.61462,1.54798,9.49217,0.3000172,0.05069405,7.2304403,MPO892097,15,MPCLINUX,000A,2024-12-20,2459819.16907,19.4422766,5.0611838,9.3996968,3.289813,1.0542232,Distant Object,"['2001 UB182', '2011 QE88']",,,,,
7.59,0.15,46.0,0.22,5,2013-2021,M-v,3Ek,(577578),,2013 GW136,2460800.5,355.6591,35.55768,219.37202,6.67257,0.3398031,0.00301765,47.4267658,MPO702387,6,Pan,000A,2021-06-30,2462239.02731,326.6143519,31.3110038,63.5425278,20.9752899,1.0030711,Distant Object,,,,,,
7.21,0.15,53.0,0.19,4,2011-2021,M-v,3Ek,(577627),,2013 HZ156,2460800.5,49.78171,23.27846,159.1291,20.33794,0.1085151,0.00379102,40.7347407,MPO702388,8,Pan,000A,2021-07-09,2447668.94896,259.9844866,36.3144062,45.1550752,20.1275338,1.0038612,Distant Object,,,,,,
10.31,0.15,86.0,0.15,3,2008-2021,M-v,3Ek,(578559),,2014 DC143,2460800.5,49.32448,57.78511,102.44704,21.01316,0.3163873,0.01091515,20.1271795,MPO702406,10,Pan,000A,2021-05-30,2456281.57851,90.29722,13.7591955,26.4951635,9.0562151,1.0111986,Distant Object,,,,,,
8.88,0.15,136.0,0.87,2,2011-2021,M-v,3Ek,(578832),,2014 GP53,2460800.5,37.79596,88.38211,109.29542,14.28099,0.1988893,0.00720945,26.5379779,MPO917738,9,MPCLINUX,000A,2021-06-12,2455557.90561,136.7104592,21.2598581,31.8160977,12.7441082,1.0073686,Distant Object,,,,,,
6.52,0.15,127.0,0.74,3,2011-2021,M-v,3Ek,(578833),,2014 GV53,2460800.5,356.31499,119.20729,148.35854,17.81787,0.2745512,0.00277493,50.1534883,MPO702411,10,Pan,000A,2021-07-14,2462128.47939,355.1826286,36.3837879,63.9231887,23.1865003,1.0028234,Distant Object,,,,,,
6.99,0.15,91.0,0.89,2,2010-2024,M-v,3Ek,(578834),,2014 GF54,2460800.5,24.61088,233.09738,331.57595,8.84703,0.1866115,0.00398787,39.3829642,MPO844662,13,MPCLINUX,000A,2024-06-26,2454628.95679,247.1511303,32.0336502,46.7322782,19.0057488,1.0040625,Distant Object,,,,,,
6.21,0.15,147.0,0.91,2,2010-2025,M-v,3Ek,(578835),,2014 GL54,2460800.5,6.21382,131.04989,105.16056,29.88335,0.3560431,0.00227795,57.2058448,E2025-L35,14,MPCLINUX,000A,2025-06-03,2458072.62784,432.6738074,36.8380985,77.5735911,24.9770246,1.0023166,Distant Object,,,,,,
6.52,0.15,82.0,0.36,4,2013-2021,M-v,3Ek,(578847),,2014 GJ65,2460800.5,357.53259,155.1702,110.76182,46.68123,0.2159676,0.00269232,51.1742739,MPO702411,8,Pan,000A,2021-07-09,2461716.96919,366.0812906,40.1222888,62.226259,24.3937016,1.0027391,Distant Object,,,,,,
11.05,0.15,157.0,0.71,1,2005-2021,M-v,3Ek,(578991),,2014 JC80,2460800.5,198.7519,5.21023,140.65904,23.9313,0.0776247,0.02572582,11.3646643,MPO702414,9,Pan,000A,2021-09-08,2467068.45279,38.3120082,10.4824856,12.246843,5.6480927,1.026801,Distant Object,,,,,,
7.38,0.15,182.0,0.78,2,2010-2025,M-v,3Ek,(578992),,2014 JL80,2460800.5,4.54504,118.52186,129.34334,6.19518,0.2750613,0.00402219,39.1586704,E2025-ME0,15,MPCLINUX,000A,2025-06-26,2459670.48334,245.0427772,28.3876356,49.9297052,18.0979878,1.0040976,Distant Object,,,,,,
5.05,0.15,296.0,0.73,2,2010-2025,M-v,3Ek,(578993),,2014 JP80,2460800.5,214.8879,319.67337,146.25254,19.40301,0.077252,0.0039858,39.3966295,E2025-N49,16,MPCLINUX,000A,2025-07-05,2497207.77081,247.2797781,36.3531611,42.4400979,19.5807577,1.0040604,Distant Object,,,,,,
7.91,0.15,105.0,0.94,2,2010-2021,M-v,3Ek,(578997),,2014 JR92,2460800.5,38.53923,46.75146,139.51352,28.489,0.4017624,0.00353224,42.7007951,MPO702414,10,Pan,000A,2021-06-28,2449889.67105,279.0319555,25.5452212,59.856369,17.9041653,1.0035967,Distant Object,,,,,,
6.89,0.15,108.0,0.83,3,2010-2023,M-v,3Ek,(579062),,2014 KF113,2460800.5,351.92081,107.1423,165.00523,28.43834,0.1747091,0.00355342,42.5309373,E2023-P27,12,MPCLINUX,000A,2023-08-06,2463074.15059,277.3686871,35.1003955,49.9614791,20.616377,1.0036184,Distant Object,,,,,,
6.24,0.15,80.0,0.29,3,2010-2024,M-v,3Ek,(579077),,2014 LP28,2460800.5,20.94886,138.03432,177.49919,16.06673,0.0466135,0.00374025,41.1025653,MPO844663,12,MPCLINUX,000A,2024-06-18,2455199.50005,263.5138171,39.1866309,43.0184997,20.5066284,1.0038093,Distant Object,,,,,,
7.85,0.15,97.0,1.0,3,2014-2021,M-v,3Ek,(579246),,2014 OX415,2460800.5,355.0209,141.45404,131.04644,19.26737,0.2637279,0.00404082,39.0381766,MPO702419,6,Pan,000A,2021-07-14,2462032.70649,243.9126286,28.7427203,49.3336329,18.1614888,1.0041167,Distant Object,,,,,,
8.42,0.15,50.0,0.35,3,2014-2022,M-v,3Ek,(581804),,2015 KN167,2460800.5,49.62094,66.27329,111.0475,6.03745,0.212214,0.00299643,47.6504611,MPO917752,6,MPCLINUX,000A,2022-04-25,2444240.31444,328.9278613,37.5383661,57.7625561,22.7522665,1.0030495,Distant Object,,,,,,
11.05,0.15,230.0,0.98,0,2009-2024,M-v,3Ek,(582301),,2015 RM306,2460800.5,0.58341,44.81615,52.77264,175.97659,0.9559999,0.0002337,261.0344654,MPO844676,16,MPCLINUX,000A,2024-06-13,2458304.09435,4217.4192799,11.4855426,510.5833882,11.2328601,1.0002372,Distant Object,,,,,,
6.93,0.15,62.0,0.4,3,2015-2024,M-v,3Ek,(583751),,2016 NZ90,2460800.5,9.04571,350.53048,296.79444,21.48449,0.2758745,0.00302238,47.377217,MPO844683,6,MPCLINUX,000A,2024-06-15,2457807.51122,326.1026434,34.3070509,60.4473831,21.8857457,1.003076,Distant Object,,,,,,
11.32,0.15,218.0,0.9,1,2017-2021,M-v,3Ek,(584778),,2017 RG16,2460800.5,4.15679,323.31446,0.59458,74.85676,0.9077847,0.00144634,77.4381659,MPO702523,5,Pan,000A,2021-07-18,2457926.4144,681.44779,7.1409837,147.7353481,6.8117297,1.0014696,Distant Object,,,,,,
10.42,0.15,187.0,0.88,1,2014-2023,M-v,3Ek,(585899),,2020 HM98,2460800.5,2.34878,181.45471,31.05685,137.89448,0.840172,0.00130685,82.855103,E2023-F87,10,Veres,000A,2023-03-19,2459003.14769,754.1867398,13.2425654,152.4676406,12.184299,1.0013277,Distant Object,,,,,,
9.08,0.15,342.0,0.71,1,2010-2024,M-v,3Ek,(585912),,2020 QK3,2460800.5,3.30154,192.89574,167.49896,24.47122,0.5818827,0.00539127,32.2113167,MPO892125,15,MPCLINUX,000A,2024-12-20,2460188.10573,182.8153746,13.4681088,50.9545246,10.6524841,1.0055001,Distant Object,,,,,,
9.22,0.15,455.0,0.66,1,2013-2025,M-v,3Ek,(585913),,2020 QQ7,2460800.5,4.48649,177.37853,188.70838,23.67831,0.6330171,0.00414752,38.3657537,MPO905611,12,MPCLINUX,000A,2025-02-02,2459718.76643,237.6378429,14.0795756,62.6519318,11.4960938,1.0042259,Distant Object,,,,,,
7.67,0.15,53.0,0.1,4,2006-2018,M-v,3Ek,(587670),,2006 QE181,2460800.5,25.03182,257.29388,103.7939,2.11421,0.0298942,0.00352357,42.770831,MPO702578,6,Pan,000A,2018-09-12,2453696.25138,279.7187201,41.4922312,44.0494308,21.3663041,1.0035878,Distant Object,,,,,,
3.82,0.15,202.0,0.8,2,1976-2024,M-v,3Ek,(589683),,2010 RF43,2460800.5,105.02875,191.67004,25.40769,30.592,0.2435418,0.00284191,49.3623242,E2024-V47,15,MPCLINUX,000A,2024-11-02,2423843.27068,346.8114283,37.3405349,61.3841135,23.217258,1.0028917,Distant Object,,,,,,
